property_id,location,property_type,num_bedrooms,num_bathrooms,price,amenities,availability_date,rating,is_verified
109,Downtown,Apartment,2,1.3273805678076063,3615.5662961620214,Balcony,2024-03-09,4.744764958614379,False
110,Suburb,Apartment,1,2.0790302271487304,3168.0800285760997,Pet Friendly,2024-06-06,3.9501647772181236,True
111,Countryside,Apartment,3,2.0161474606364216,2411.3731257118516,Pet Friendly,2024-05-06,3.7507142784598515,False
112,Suburb,House,1,1.200628981139227,4401.824979942921,"Gym, Balcony, Gym",2025-01-12,3.708500409788982,False
113,Downtown,House,1,1.726665651345317,3838.811013200214,"Balcony, Parking, Gym",2024-03-10,3.5517360096051345,True
114,Countryside,House,4,1.169510626893456,2086.1044961266343,"Swimming Pool, Gym, Gym",2024-02-22,3.8179319032090744,True
115,Downtown,Apartment,2,1.9294806190244949,3006.7546492540396,"Gym, Swimming Pool",2024-10-12,3.2398359754236985,False
116,Suburb,Apartment,2,2.6858091172275858,1625.084835297053,"Swimming Pool, Parking, Swimming Pool",2024-12-19,3.130246065477241,True
117,Downtown,Apartment,4,1.5404095266082634,2315.1051644076288,Gym,2024-08-03,4.082935059984345,False
118,Countryside,House,2,2.5297239743748747,4988.560731454135,"Parking, Parking, Parking",2024-09-28,3.908523057619796,False
119,Countryside,House,2,1.3668548312249127,1895.3768810687839,"Gym, Parking, Gym",2024-11-23,3.3467845598137993,False
120,Suburb,Condo,2,2.347469854981303,3793.209422872554,"Parking, Pet Friendly, Balcony",2024-08-14,3.213598418434109,True
121,Downtown,House,3,2.8310747998608994,1953.6745831081132,Swimming Pool,2024-07-27,3.2865344701365347,False
122,Countryside,Condo,4,1.6478561631315396,4752.538156023245,Balcony,2025-01-06,3.6304889987377424,True
123,Suburb,Apartment,1,2.8008232761772365,2240.53137996147,"Swimming Pool, Swimming Pool",2024-04-29,3.902969335001514,True
124,Countryside,House,3,2.010841853052789,2386.756298586837,Gym,2024-08-07,3.3867002186128237,False
125,Countryside,Apartment,1,1.633610266331315,3375.439092264749,"Gym, Pet Friendly",2024-05-22,4.51124996823474,False
126,Downtown,Apartment,4,2.793016470223063,3352.447084459739,"Gym, Parking, Balcony",2024-03-27,3.3866487582025444,True
127,Countryside,Apartment,4,1.0640745335394564,3316.305559188719,"Swimming Pool, Parking, Parking",2024-04-25,3.2482528999081697,True
128,Downtown,Apartment,4,1.056037702545621,3293.018673624963,"Pet Friendly, Parking, Balcony",2024-03-27,4.989109738461336,False
129,Countryside,House,2,2.199659208412666,2248.7475748808347,Parking,2024-02-21,3.8954231264547783,True
130,Suburb,Apartment,3,2.5935014346604683,2737.640893354167,"Swimming Pool, Gym, Pet Friendly",2024-12-27,3.340014034320763,False
131,Countryside,Condo,4,2.5030926148762127,3373.733772563908,Swimming Pool,2024-04-16,4.78911389604732,True
132,Downtown,House,1,1.158939006703211,3685.0804946684634,Gym,2024-07-31,3.462183249182332,False
133,Downtown,Apartment,2,2.9005023870671156,2012.5160540943793,Gym,2024-09-29,4.851159910718081,True
134,Suburb,House,2,2.4061270752750312,3805.9002468117633,Gym,2024-05-20,3.2379217072921795,True
135,Countryside,Condo,3,2.898224107455478,4693.105000450547,Pet Friendly,2024-04-14,4.683629391876865,False
136,Countryside,Apartment,3,1.6581955179482042,4031.710813375155,Balcony,2024-02-03,3.3685342172451973,True
137,Suburb,Condo,3,2.387878255965635,1336.931211290887,Gym,2024-06-20,4.876675297150507,True
138,Countryside,Apartment,2,2.7198774934669707,2876.504880360084,"Swimming Pool, Swimming Pool, Parking",2024-04-23,4.148487285429537,False
139,Countryside,Condo,4,1.7609284463085866,2741.0553421562977,Parking,2024-10-14,3.3798273914953176,True
140,Downtown,Apartment,1,2.9297198375371405,2346.0132480730545,Pet Friendly,2025-01-07,4.689640108577448,True
141,Countryside,House,4,1.529985582441082,2965.2805596120133,"Gym, Gym, Swimming Pool",2025-01-18,3.7811519843417347,True
142,Countryside,Apartment,1,1.6312272520424413,2758.5350935995148,Pet Friendly,2024-10-19,4.465626842524316,True
143,Suburb,House,4,2.840657153254077,1024.6819086694416,"Balcony, Parking",2024-11-14,4.286881443112606,True
144,Suburb,Apartment,3,2.9393194930054065,1946.2211123682796,Gym,2025-01-25,4.428589044873712,True
145,Downtown,Apartment,1,1.5703914966102994,1855.1285811293892,Swimming Pool,2024-08-21,3.6874297889511567,False
146,Countryside,Condo,2,1.272780079285717,2397.038164971198,"Swimming Pool, Swimming Pool, Balcony",2024-05-04,4.877650974422935,True
147,Countryside,Condo,1,2.518110819421195,1697.8269668972202,Balcony,2024-04-19,4.119626292651482,False
148,Countryside,Condo,2,2.8593305326008966,1271.205774846048,Pet Friendly,2024-03-29,3.1551212199863654,True
149,Downtown,Apartment,4,2.2014272874037495,1786.4514201400511,Swimming Pool,2024-07-31,3.133468014720199,False
150,Downtown,Apartment,3,2.2690379088124937,4416.74714567786,"Gym, Gym",2024-10-22,4.476459255701068,False
151,Suburb,Apartment,1,2.5258866683446004,4188.157363458116,"Balcony, Balcony, Swimming Pool",2024-05-22,4.699948872299996,True
152,Downtown,House,2,1.3061696376828165,2768.384789702979,Swimming Pool,2024-11-12,4.3905592701823455,False
153,Countryside,House,4,2.9469377929894787,4511.260135915054,Parking,2025-01-13,3.554994622951515,True
154,Countryside,Apartment,3,1.7286587694571895,1930.6624724831356,Pet Friendly,2024-03-23,3.451807922991504,True
155,Downtown,Condo,3,2.2564808518845254,3336.8365647969267,Balcony,2024-04-17,4.130873179017922,False
156,Countryside,Condo,3,1.9372320409999857,1571.699502185644,Balcony,2024-06-24,3.393558996071124,False
157,Countryside,Condo,4,1.93636195952969,4333.6027581975595,"Parking, Parking, Pet Friendly",2024-04-04,3.758199512940596,False
158,Downtown,Apartment,4,2.4054887442394426,1522.3262299674102,"Gym, Gym",2024-07-17,4.257382462290204,False
159,Downtown,Condo,4,2.989324597744509,1127.4406359137727,Pet Friendly,2024-03-11,3.5698226731502563,False
160,Countryside,Apartment,3,2.318119700991903,2093.7769202727814,"Balcony, Parking, Pet Friendly",2024-06-16,3.750877843416463,True
161,Countryside,House,1,2.5881182631454704,4603.740357388093,Balcony,2024-04-24,3.721035789756769,True
162,Countryside,Condo,2,1.0552321145245402,1517.828327705773,"Balcony, Parking, Swimming Pool",2024-12-11,3.921047029719823,False
163,Suburb,House,4,2.6208547381296365,2322.6810747821582,"Balcony, Parking, Balcony",2024-06-01,4.348719647940943,False
164,Suburb,Condo,1,1.5999517635365943,2265.6599720487707,Swimming Pool,2024-05-22,4.564698337854166,False
165,Suburb,Apartment,2,1.2534036900693297,4206.585096387564,"Gym, Parking",2024-06-07,4.330164958961012,True
166,Downtown,Apartment,3,1.2266681708954117,2686.1015991200984,Pet Friendly,2024-11-25,3.0523356609949635,False
167,Suburb,Apartment,1,2.3597496283392534,3446.2681984587334,"Parking, Pet Friendly",2024-06-14,4.793679390296078,True
168,Downtown,Apartment,3,2.9952336720811,2617.5320233315015,Parking,2024-08-30,4.162377571105021,True
169,Downtown,Condo,2,2.3323901967457994,3205.8280605474756,"Pet Friendly, Balcony",2024-02-27,4.840492987713073,False
170,Suburb,House,4,1.5246963001335514,1249.7628960697268,Swimming Pool,2024-09-28,4.927744582841786,True
171,Suburb,Apartment,3,1.4066119420058794,2496.11775256054,"Parking, Gym",2024-04-22,3.9356935651722456,True
172,Suburb,Condo,1,2.0519141985360814,4420.423350959814,"Swimming Pool, Parking, Parking",2024-07-17,4.832731204872515,False
173,Countryside,House,4,1.1300785987014066,3764.270252728967,Swimming Pool,2024-07-22,3.7307712782619555,False
174,Suburb,Apartment,1,1.7986616658543744,4927.31617658648,Parking,2024-11-20,3.5207565095642925,True
175,Countryside,House,2,2.3324698080115747,4151.6781495045725,Parking,2024-04-15,3.1472605453074207,False
176,Downtown,Apartment,2,2.9353245516169686,2806.038859567096,"Swimming Pool, Balcony",2024-11-27,3.9036609085302434,True
177,Countryside,House,4,1.8513068956312104,3705.1218307981712,"Swimming Pool, Swimming Pool",2024-09-25,4.377374563474093,True
178,Suburb,House,1,1.4004478808146132,4103.654702753156,"Swimming Pool, Balcony, Gym",2024-03-15,4.953671336552336,False
179,Downtown,Apartment,1,2.6347248067455684,2078.7346396853645,"Gym, Parking",2024-05-09,4.0426185557431475,True
180,Downtown,Condo,1,2.4883990497212327,1240.0715624623372,"Pet Friendly, Pet Friendly, Pet Friendly",2024-12-10,4.468949663620197,True
181,Downtown,House,1,2.7194077764094877,2623.3890719941933,"Gym, Gym",2024-08-30,4.792294305126336,True
182,Countryside,Apartment,2,1.4294374550857842,1578.6926484100609,Swimming Pool,2024-12-10,4.086370602746382,True
183,Suburb,House,1,1.8096643916996702,2108.9644790500074,"Balcony, Pet Friendly",2024-02-02,3.333530566072227,True
184,Downtown,House,2,2.963108875446075,4787.381981896533,"Pet Friendly, Balcony, Swimming Pool",2024-10-08,4.696416830400002,False
185,Downtown,Condo,1,1.316084639552747,4388.330372890074,"Gym, Swimming Pool, Swimming Pool",2024-09-22,4.148347412486881,False
186,Downtown,House,1,2.3429016383108756,3369.855338270641,Swimming Pool,2024-07-07,4.517022498997698,True
187,Countryside,House,3,1.474368923094528,2605.0268261294896,"Pet Friendly, Pet Friendly, Balcony",2024-05-08,4.31695585535927,False
188,Countryside,Apartment,3,2.0003180125650886,2057.321440831406,"Gym, Pet Friendly, Swimming Pool",2024-09-20,3.1220750123743795,False
189,Suburb,Apartment,1,2.601019291591376,3285.833118874667,"Parking, Pet Friendly",2024-06-11,3.338229927259735,False
190,Countryside,Condo,2,1.977172105111638,3132.64099869157,"Parking, Gym",2024-04-09,3.572499504901553,False
191,Downtown,House,1,2.61096338662382,4123.123233526132,Pet Friendly,2024-03-16,3.569415639953183,False
192,Suburb,House,3,1.8526698108806918,4712.0807550562295,"Gym, Balcony, Gym",2024-02-19,4.678395410226093,False
193,Downtown,House,1,2.998705859740066,2315.749205320076,Parking,2024-02-17,4.1964787223500775,False
194,Downtown,Condo,3,1.8716564684404202,1825.1884430271766,Pet Friendly,2024-03-01,3.166750671954921,True
195,Countryside,House,1,1.2987589572756528,2611.1984637828205,"Balcony, Pet Friendly",2024-04-06,3.774397147396702,False
196,Suburb,Apartment,4,1.8037390312984978,2750.1652096528164,Pet Friendly,2024-09-20,4.1126613708699775,False
197,Countryside,Condo,1,2.4851863692844605,1159.4811579374498,"Pet Friendly, Balcony, Gym",2024-05-28,3.5030056599345403,True
198,Countryside,Apartment,2,2.6958755155172573,4446.78612879809,Balcony,2024-12-14,3.079667792249273,False
199,Suburb,Apartment,3,1.9202065983525247,4982.3693546699815,"Swimming Pool, Swimming Pool",2025-01-27,3.7605274785543648,True
200,Downtown,Condo,4,2.188953682116879,4692.83477084609,"Swimming Pool, Balcony",2024-07-09,3.9223778011539334,False
201,Downtown,Apartment,3,2.6897801356525806,4442.659917947642,"Balcony, Gym",2024-09-24,4.809529883830668,True
202,Suburb,House,3,2.62709235999664,4970.401213838164,"Balcony, Gym",2024-09-23,4.816732331467144,True
203,Downtown,Condo,2,2.3154478107222656,4631.233727899546,Swimming Pool,2025-01-23,4.000804944778631,True
204,Suburb,Apartment,1,2.6300542085017096,3753.470482973269,"Pet Friendly, Parking, Parking",2024-03-10,3.9429891150308043,False
205,Suburb,House,2,2.1518215167372743,1667.0265950886705,Pet Friendly,2024-09-13,4.281004119761819,False
206,Countryside,House,1,1.0092963378505613,1625.4004933474712,"Balcony, Balcony, Gym",2024-10-25,3.516248132877256,True
207,Suburb,Apartment,4,1.0825335688044464,1195.1189862534109,"Balcony, Parking, Gym",2024-10-16,3.5714283576690087,True
208,Countryside,House,2,2.9596167984763664,2647.3234687504655,Pet Friendly,2024-09-23,3.0051157047353105,True
209,Downtown,Condo,2,1.2899840840054104,4235.296308360014,"Gym, Gym",2025-01-24,3.1564237531659574,True
210,Downtown,Apartment,3,1.8090328176469255,2961.183779195642,"Pet Friendly, Balcony",2024-07-21,3.3570072626531218,True
211,Downtown,House,2,2.867622550019936,2465.2868228463294,"Swimming Pool, Swimming Pool, Pet Friendly",2024-12-23,4.281145475685399,False
212,Downtown,House,1,1.3900789694660989,1436.943456794999,Pet Friendly,2024-02-02,3.425314513480113,True
213,Countryside,Apartment,2,2.6875826889330012,1207.0132363623527,Parking,2025-01-17,3.2481580095999325,True
214,Downtown,Apartment,2,2.636535136319181,2596.716573694429,"Pet Friendly, Parking, Balcony",2024-07-16,4.23260944749458,True
215,Suburb,Apartment,4,2.9726593091026796,1399.7015207349298,"Swimming Pool, Swimming Pool",2024-06-14,4.303500047171192,False
216,Suburb,Apartment,1,1.5633636672963367,1414.1926909519311,"Swimming Pool, Swimming Pool, Balcony",2024-08-04,3.119346256450627,False
217,Suburb,Condo,3,1.6306507107602919,2581.3936998825848,"Pet Friendly, Parking",2024-06-15,4.545796175199044,False
218,Countryside,Apartment,1,2.805756002115573,3011.3738260108644,"Swimming Pool, Parking",2024-02-14,4.212314139185835,False
219,Downtown,Condo,4,1.4681581184045591,1746.7315478980604,"Gym, Swimming Pool, Gym",2024-07-21,3.794130887122517,True
220,Downtown,Condo,1,2.095801913974218,3738.542745041748,Swimming Pool,2024-11-02,4.966364583661215,True
221,Downtown,Apartment,1,2.4146899183821127,2674.7680027312435,"Balcony, Swimming Pool",2024-09-15,3.020398705738587,True
222,Countryside,Condo,2,1.5437684905257714,1367.6901509548643,"Parking, Balcony",2024-02-02,4.0897034555746465,False
223,Suburb,Apartment,2,2.876825890889518,3548.1364982508608,"Parking, Pet Friendly",2024-11-15,3.319406817469111,True
224,Suburb,Apartment,1,2.3313950961478405,2427.779274780555,"Pet Friendly, Pet Friendly, Balcony",2024-05-08,3.658665536473981,False
225,Downtown,House,1,1.09427861653965,1209.2859083050648,"Swimming Pool, Balcony, Balcony",2024-11-17,3.2664045670253565,False
226,Suburb,Apartment,3,1.2714750625218278,4791.926318668769,Parking,2024-06-26,4.336429023216929,False
227,Suburb,House,4,1.3815631401831272,3284.7878284226786,"Balcony, Pet Friendly",2024-07-08,3.803143186803948,True
228,Countryside,Condo,2,1.4899147279868994,2910.8814761225494,Gym,2024-09-07,4.972599001347013,False
229,Countryside,House,2,2.461354740058873,4436.5495794153385,"Pet Friendly, Parking",2024-04-05,4.307694234601854,True
230,Countryside,Condo,2,1.1778704895109362,4746.961717254899,"Swimming Pool, Pet Friendly, Swimming Pool",2024-02-20,4.83466963442133,False
231,Countryside,Apartment,2,1.701189344552269,1881.2874726648454,Gym,2024-08-27,3.4816543756657388,True
232,Downtown,Condo,1,2.822766646656003,4240.578006700109,Swimming Pool,2024-06-16,3.6375681263083073,False
233,Countryside,Condo,1,2.1133353726740083,4324.31970709706,Gym,2024-02-22,3.7253644789405413,False
234,Suburb,Apartment,3,1.5309931276770714,1217.611178710396,Balcony,2024-05-09,4.6770300285953965,False
235,Downtown,Condo,2,2.9141125929606195,3847.7764607130907,"Balcony, Pet Friendly",2024-04-04,3.423351540005883,False
236,Suburb,Apartment,2,1.4886317839373648,1251.871527198308,Parking,2024-07-17,4.893441556105889,False
237,Suburb,House,1,2.8101992425352855,3378.6929855596027,"Gym, Parking",2024-12-29,3.087158178022519,False
